0,7,10,9,14,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0
7,0,10,11,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0
10,10,0,0,0,0,0,0,0,0,0,0,0,13,13,0,6,0,0,10
9,11,0,0,6,0,0,0,7,9,0,0,13,0,0,0,10,0,0,0
14,0,0,6,0,11,9,11,0,0,0,0,0,0,10,14,11,0,11,12
11,13,0,0,11,0,0,0,10,12,0,0,0,13,0,0,0,0,0,0
10,0,0,0,9,0,0,0,0,10,0,10,11,0,0,0,0,0,10,9
11,0,0,0,11,0,0,0,8,0,10,0,0,15,0,10,0,14,0,0
0,9,0,7,0,10,0,8,0,12,14,0,0,0,0,0,0,0,0,0
0,0,0,9,0,12,10,0,12,0,12,13,14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,14,12,0,0,0,12,0,11,0,0,0,0
0,0,0,0,0,0,10,0,0,13,0,0,0,0,10,13,12,0,0,15
0,0,0,13,0,0,11,0,0,14,0,0,0,11,12,0,0,0,0,0
0,0,13,0,0,13,0,15,0,0,12,0,11,0,0,0,11,0,0,0
0,0,13,0,10,0,0,0,0,0,0,10,12,0,0,0,14,0,0,0
0,0,0,0,14,0,0,10,0,0,11,13,0,0,0,0,0,0,0,0
0,0,6,10,11,0,0,0,0,0,0,12,0,11,14,0,0,0,10,0
0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,8
0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,10,11,0,9
0,0,10,0,12,0,9,0,0,0,0,15,0,0,0,0,0,8,9,0
