0,10,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,0,0,0,0,10,13,7,12,9,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0
0,12,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12
0,0,0,10,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0,0,0,13,14,0,0,0,11,0,0,11,0,0,10,9,0,0,0,0
0,0,0,7,0,0,0,11,0,0,0,12,12,6,0,0,0,0,0,0
0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,11,0,10,10,0
0,0,0,0,0,0,9,11,12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,13
0,0,0,0,0,11,0,0,6,0,8,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,13,12,0,0
0,0,0,0,0,0,0,9,0,0,11,0,10,13,0,0,0,0,9,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,14,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,14,0,9,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,14,9,0,0
0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,13,0,0,0,0
