0,10,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,12,13,11,10,13,10,0,0,0,0,0,0,0,0,0
12,0,0,12,0,0,0,0,0,0,0,10,0,0,10,0,0,12,0,0
8,0,12,0,0,0,0,0,13,11,0,0,0,0,16,8,0,0,0,0
14,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,9,11
0,12,0,0,0,0,0,13,13,10,0,0,0,0,0,9,0,0,0,0
0,13,0,0,0,0,0,10,0,9,0,13,0,0,0,0,0,0,0,12
0,11,0,0,9,13,10,0,0,0,0,0,12,13,0,12,0,11,0,0
0,10,0,13,0,13,0,0,0,0,16,0,13,0,9,12,11,0,0,7
0,13,0,11,0,10,9,0,0,0,15,11,12,8,0,0,0,0,0,0
0,10,0,0,0,0,0,0,16,15,0,11,0,9,9,0,0,0,12,0
0,0,10,0,12,0,13,0,0,11,11,0,13,0,0,0,9,0,11,12
0,0,0,0,0,0,0,12,13,12,0,13,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13,0,8,9,0,0,0,0,0,9,0,10,13
0,0,10,16,0,0,0,0,9,0,9,0,0,0,0,9,0,0,0,0
0,0,0,8,0,9,0,12,12,0,0,0,0,0,9,0,10,0,0,0
0,0,0,0,0,0,0,0,11,0,0,9,0,9,0,10,0,0,0,11
0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,9,0,0,0,0,0,12,11,0,10,0,0,0,14,0,0
0,0,0,0,11,0,12,0,7,0,0,12,13,13,0,0,11,0,0,0
