0,12,9,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,10,0,10,11,10,6,9,9,12,12,0,0,0,0,0,0,0,0
9,10,0,0,0,8,10,0,0,9,0,0,12,10,12,0,0,0,0,0
13,0,0,0,0,0,12,0,0,0,0,0,0,15,10,0,0,0,0,0
9,10,0,0,0,0,0,0,11,12,0,0,13,11,0,0,0,0,12,0
0,11,8,0,0,0,0,11,0,0,10,0,0,12,0,0,0,0,0,0
0,10,10,12,0,0,0,0,13,14,10,0,0,0,15,0,0,0,0,0
0,6,0,0,0,11,0,0,10,0,13,0,0,7,0,0,0,13,10,0
0,9,0,0,11,0,13,10,0,0,0,0,0,0,0,10,0,0,0,0
0,9,9,0,12,0,14,0,0,0,9,0,12,0,0,0,7,0,0,0
0,12,0,0,0,10,10,13,0,9,0,0,0,0,13,0,11,0,12,0
0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,10,12,0,0,0
0,0,12,0,13,0,0,0,0,12,0,13,0,0,0,0,9,16,0,0
0,0,10,15,11,12,0,7,0,0,0,0,0,0,0,13,0,0,0,0
0,0,12,10,0,0,15,0,0,0,13,0,0,0,0,0,10,13,0,0
0,0,0,0,0,0,0,0,10,0,0,10,0,13,0,0,12,0,0,11
0,0,0,0,0,0,0,0,0,7,11,12,9,0,10,12,0,11,0,12
0,0,0,0,0,0,0,13,0,0,0,0,16,0,13,0,11,0,0,11
0,0,0,0,12,0,0,10,0,0,12,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,14,0
